"round","team1","seed1","seednumber1","team2","seed2","seednumber2","upsetprobability","recentperformancebonus","overtimebonus","scoringmarginbonus","predictedwinner"
"Sweet 16","Baylor","X03",3,"South Carolina","Y06",6,"0.4","0","0.1","0.1","Baylor"
"Sweet 16","Baylor","X03",3,"Clemson","X06",6,"0.4","0","0.1","0.1","Clemson"
"Sweet 16","Baylor","X03",3,"Duquesne","X06",6,"0.4","0","0.1","0.1","Baylor"
"Sweet 16","Baylor","X03",3,"New Mexico","X06",6,"0.4","0","0.1","0.1","New Mexico"
"Sweet 16","Baylor","X03",3,"Clemson","X06",6,"0.4","0","0.1","0.1","Clemson"
"Sweet 16","Baylor","X03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Texas Tech"
"Sweet 16","Baylor","X03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Texas Tech"
"Sweet 16","Baylor","X03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Texas Tech"
"Sweet 16","Baylor","X03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Baylor"
"Sweet 16","Baylor","X03",3,"Oregon","W06",6,"0.4","0","0.1","0.1","Oregon"
"Sweet 16","Baylor","X03",3,"BYU","W06",6,"0.4","0","0.1","0.1","Baylor"
"Sweet 16","Baylor","X03",3,"New Mexico","W06",6,"0.4","0","0.1","0.1","Baylor"
"Sweet 16","Baylor","X03",3,"NC State","W06",6,"0.4","0","0.1","0.1","Baylor"
"Sweet 16","Baylor","X03",3,"Oregon","Y06",6,"0.4","0","0.1","0.1","Baylor"
"Sweet 16","Baylor","X03",3,"Duquesne","Y06",6,"0.4","0","0.1","0.1","Duquesne"
"Sweet 16","Baylor","X03",3,"South Carolina","Y06",6,"0.4","0","0.1","0.1","Baylor"
"Sweet 16","Baylor","X03",3,"South Carolina","Y06",6,"0.4","0","0.1","0.1","Baylor"
"Sweet 16","Oakland","X03",3,"Clemson","X06",6,"0.4","0","0.1","0.1","Clemson"
"Sweet 16","Oakland","X03",3,"Duquesne","X06",6,"0.4","0","0.1","0.1","Oakland"
"Sweet 16","Oakland","X03",3,"New Mexico","X06",6,"0.4","0","0.1","0.1","Oakland"
"Sweet 16","Oakland","X03",3,"Clemson","X06",6,"0.4","0","0.1","0.1","Oakland"
"Sweet 16","Oakland","X03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Texas Tech"
"Sweet 16","Oakland","X03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Oakland"
"Sweet 16","Oakland","X03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Oakland"
"Sweet 16","Oakland","X03",3,"Texas Tech","Z06",6,"0.4","0","0.1","0.1","Texas Tech"
"Sweet 16","Oakland","X03",3,"Oregon","W06",6,"0.4","0","0.1","0.1","Oakland"
"Sweet 16","Oakland","X03",3,"BYU","W06",6,"0.4","0","0.1","0.1","BYU"
"Sweet 16","Oakland","X03",3,"New Mexico","W06",6,"0.4","0","0.1","0.1","Oakland"
"Sweet 16","Oakland","X03",3,"NC State","W06",6,"0.4","0","0.1","0.1","Oakland"
"Sweet 16","Oakland","X03",3,"Oregon","Y06",6,"0.4","0","0.1","0.1","Oregon"
"Sweet 16","Oakland","X03",3,"Duquesne","Y06",6,"0.4","0","0.1","0.1","Duquesne"
"Sweet 16","Oakland","X03",3,"South Carolina","Y06",6,"0.4","0","0.1","0.1","Oakland"
"Sweet 16","Oakland","X03",3,"South Carolina","Y06",6,"0.4","0","0.1","0.1","Oakland"
"Sweet 16","Yale","W04",4,"Wisconsin","Z05",5,"0.4","0.1","0","0.1","Wisconsin"
"Sweet 16","Yale","W04",4,"Wisconsin","Z05",5,"0.4","0.1","0","0.1","Yale"
"Sweet 16","Yale","W04",4,"James Madison","Z05",5,"0.4","0.1","0","0.1","James Madison"
"Sweet 16","Yale","W04",4,"Wisconsin","Z05",5,"0.4","0.1","0","0.1","Wisconsin"
"Sweet 16","Yale","W04",4,"San Diego St","W05",5,"0.4","0.1","0","0.1","San Diego St"
"Sweet 16","Yale","W04",4,"UAB","W05",5,"0.4","0.1","0","0.1","UAB"
"Sweet 16","Yale","W04",4,"San Diego St","W05",5,"0.4","0.1","0","0.1","San Diego St"
"Sweet 16","Yale","W04",4,"San Diego St","W05",5,"0.4","0.1","0","0.1","San Diego St"
"Sweet 16","Yale","W04",4,"McNeese St","X05",5,"0.4","0.1","0","0.1","Yale"
"Sweet 16","Yale","W04",4,"UAB","X05",5,"0.4","0.1","0","0.1","UAB"
"Sweet 16","Yale","W04",4,"St Mary's CA","X05",5,"0.4","0.1","0","0.1","St Mary's CA"
"Sweet 16","Yale","W04",4,"Grand Canyon","X05",5,"0.4","0.1","0","0.1","Grand Canyon"
"Sweet 16","Yale","W04",4,"Gonzaga","Y05",5,"0.4","0.1","0","0.1","Gonzaga"
"Sweet 16","Yale","W04",4,"UAB","Y05",5,"0.4","0.1","0","0.1","Yale"
"Sweet 16","Yale","W04",4,"Gonzaga","Y05",5,"0.4","0.1","0","0.1","Gonzaga"
"Sweet 16","Yale","W04",4,"Grand Canyon","Y05",5,"0.4","0.1","0","0.1","Yale"
"Sweet 16","Vermont","W04",4,"Wisconsin","Z05",5,"0.4","0.1","0","0.1","Vermont"
"Sweet 16","Vermont","W04",4,"Wisconsin","Z05",5,"0.4","0.1","0","0.1","Vermont"
"Sweet 16","Vermont","W04",4,"James Madison","Z05",5,"0.4","0.1","0","0.1","James Madison"
"Sweet 16","Vermont","W04",4,"Wisconsin","Z05",5,"0.4","0.1","0","0.1","Vermont"
"Sweet 16","Vermont","W04",4,"San Diego St","W05",5,"0.4","0.1","0","0.1","Vermont"
"Sweet 16","Vermont","W04",4,"UAB","W05",5,"0.4","0.1","0","0.1","Vermont"
"Sweet 16","Vermont","W04",4,"San Diego St","W05",5,"0.4","0.1","0","0.1","San Diego St"
"Sweet 16","Vermont","W04",4,"San Diego St","W05",5,"0.4","0.1","0","0.1","Vermont"
"Sweet 16","Vermont","W04",4,"McNeese St","X05",5,"0.4","0.1","0","0.1","Vermont"
"Sweet 16","Vermont","W04",4,"UAB","X05",5,"0.4","0.1","0","0.1","UAB"
"Sweet 16","Vermont","W04",4,"St Mary's CA","X05",5,"0.4","0.1","0","0.1","St Mary's CA"
"Sweet 16","Vermont","W04",4,"Grand Canyon","X05",5,"0.4","0.1","0","0.1","Grand Canyon"
"Sweet 16","Vermont","W04",4,"Gonzaga","Y05",5,"0.4","0.1","0","0.1","Vermont"
"Sweet 16","Vermont","W04",4,"UAB","Y05",5,"0.4","0.1","0","0.1","UAB"
"Sweet 16","Vermont","W04",4,"Gonzaga","Y05",5,"0.4","0.1","0","0.1","Vermont"
"Sweet 16","Vermont","W04",4,"Grand Canyon","Y05",5,"0.4","0.1","0","0.1","Grand Canyon"
"Sweet 16","Col Charleston","W04",4,"Wisconsin","Z05",5,"0.4","0.1","0","0.1","Wisconsin"
"Sweet 16","Col Charleston","W04",4,"Wisconsin","Z05",5,"0.4","0.1","0","0.1","Wisconsin"
"Sweet 16","Col Charleston","W04",4,"James Madison","Z05",5,"0.4","0.1","0","0.1","James Madison"
"Sweet 16","Col Charleston","W04",4,"Wisconsin","Z05",5,"0.4","0.1","0","0.1","Wisconsin"
"Sweet 16","Col Charleston","W04",4,"San Diego St","W05",5,"0.4","0.1","0","0.1","Col Charleston"
"Sweet 16","Col Charleston","W04",4,"UAB","W05",5,"0.4","0.1","0","0.1","UAB"
"Sweet 16","Col Charleston","W04",4,"San Diego St","W05",5,"0.4","0.1","0","0.1","San Diego St"
"Sweet 16","Col Charleston","W04",4,"San Diego St","W05",5,"0.4","0.1","0","0.1","San Diego St"
"Sweet 16","Col Charleston","W04",4,"McNeese St","X05",5,"0.4","0.1","0","0.1","McNeese St"
"Sweet 16","Col Charleston","W04",4,"UAB","X05",5,"0.4","0.1","0","0.1","Col Charleston"
"Sweet 16","Col Charleston","W04",4,"St Mary's CA","X05",5,"0.4","0.1","0","0.1","St Mary's CA"
"Sweet 16","Col Charleston","W04",4,"Grand Canyon","X05",5,"0.4","0.1","0","0.1","Col Charleston"
"Sweet 16","Col Charleston","W04",4,"Gonzaga","Y05",5,"0.4","0.1","0","0.1","Gonzaga"
"Sweet 16","Col Charleston","W04",4,"UAB","Y05",5,"0.4","0.1","0","0.1","Col Charleston"
"Sweet 16","Col Charleston","W04",4,"Gonzaga","Y05",5,"0.4","0.1","0","0.1","Col Charleston"
"Sweet 16","Col Charleston","W04",4,"Grand Canyon","Y05",5,"0.4","0.1","0","0.1","Grand Canyon"
"Sweet 16","Auburn","W04",4,"Wisconsin","Z05",5,"0.4","0.1","0","0.1","Auburn"
"Sweet 16","Auburn","W04",4,"Wisconsin","Z05",5,"0.4","0.1","0","0.1","Wisconsin"
"Sweet 16","Auburn","W04",4,"James Madison","Z05",5,"0.4","0.1","0","0.1","James Madison"
"Sweet 16","Auburn","W04",4,"Wisconsin","Z05",5,"0.4","0.1","0","0.1","Wisconsin"
"Sweet 16","Auburn","W04",4,"San Diego St","W05",5,"0.4","0.1","0","0.1","San Diego St"
"Sweet 16","Auburn","W04",4,"UAB","W05",5,"0.4","0.1","0","0.1","Auburn"
"Sweet 16","Auburn","W04",4,"San Diego St","W05",5,"0.4","0.1","0","0.1","Auburn"
"Sweet 16","Auburn","W04",4,"San Diego St","W05",5,"0.4","0.1","0","0.1","Auburn"
"Sweet 16","Auburn","W04",4,"McNeese St","X05",5,"0.4","0.1","0","0.1","McNeese St"
"Sweet 16","Auburn","W04",4,"UAB","X05",5,"0.4","0.1","0","0.1","UAB"
"Sweet 16","Auburn","W04",4,"St Mary's CA","X05",5,"0.4","0.1","0","0.1","St Mary's CA"
"Sweet 16","Auburn","W04",4,"Grand Canyon","X05",5,"0.4","0.1","0","0.1","Auburn"
"Sweet 16","Auburn","W04",4,"Gonzaga","Y05",5,"0.4","0.1","0","0.1","Auburn"
"Sweet 16","Auburn","W04",4,"UAB","Y05",5,"0.4","0.1","0","0.1","UAB"
"Sweet 16","Auburn","W04",4,"Gonzaga","Y05",5,"0.4","0.1","0","0.1","Gonzaga"
"Sweet 16","Auburn","W04",4,"Grand Canyon","Y05",5,"0.4","0.1","0","0.1","Auburn"
"Sweet 16","North Carolina","X01",1,"Texas A&M","W08",8,"0.4","0","0","0.1","Texas A&M"
"Sweet 16","North Carolina","X01",1,"Northwestern","W08",8,"0.4","0","0","0.1","Northwestern"
"Sweet 16","North Carolina","X01",1,"FL Atlantic","W08",8,"0.4","0","0","0.1","FL Atlantic"
"Sweet 16","North Carolina","X01",1,"FL Atlantic","W08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Texas A&M","Y08",8,"0.4","0","0","0.1","Texas A&M"
"Sweet 16","North Carolina","X01",1,"Utah St","Y08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"TCU","Y08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Michigan St","Y08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Texas A&M","Z08",8,"0.4","0","0","0.1","Texas A&M"
"Sweet 16","North Carolina","X01",1,"Northwestern","Z08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"TCU","Z08",8,"0.4","0","0","0.1","TCU"
"Sweet 16","North Carolina","X01",1,"Nebraska","Z08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Texas A&M","X08",8,"0.4","0","0","0.1","Texas A&M"
"Sweet 16","North Carolina","X01",1,"Northwestern","X08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Mississippi St","X08",8,"0.4","0","0","0.1","Mississippi St"
"Sweet 16","North Carolina","X01",1,"Mississippi St","X08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Texas A&M","W08",8,"0.4","0","0.1","0.1","Texas A&M"
"Sweet 16","North Carolina","X01",1,"Northwestern","W08",8,"0.4","0","0.1","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"FL Atlantic","W08",8,"0.4","0","0.1","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"FL Atlantic","W08",8,"0.4","0","0.1","0.1","FL Atlantic"
"Sweet 16","North Carolina","X01",1,"Texas A&M","Y08",8,"0.4","0","0.1","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Utah St","Y08",8,"0.4","0","0.1","0.1","Utah St"
"Sweet 16","North Carolina","X01",1,"TCU","Y08",8,"0.4","0","0.1","0.1","TCU"
"Sweet 16","North Carolina","X01",1,"Michigan St","Y08",8,"0.4","0","0.1","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Texas A&M","Z08",8,"0.4","0","0.1","0.1","Texas A&M"
"Sweet 16","North Carolina","X01",1,"Northwestern","Z08",8,"0.4","0","0.1","0.1","Northwestern"
"Sweet 16","North Carolina","X01",1,"TCU","Z08",8,"0.4","0","0.1","0.1","TCU"
"Sweet 16","North Carolina","X01",1,"Nebraska","Z08",8,"0.4","0","0.1","0.1","Nebraska"
"Sweet 16","North Carolina","X01",1,"Texas A&M","X08",8,"0.4","0","0.1","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Northwestern","X08",8,"0.4","0","0.1","0.1","Northwestern"
"Sweet 16","North Carolina","X01",1,"Mississippi St","X08",8,"0.4","0","0.1","0.1","Mississippi St"
"Sweet 16","North Carolina","X01",1,"Mississippi St","X08",8,"0.4","0","0.1","0.1","Mississippi St"
"Sweet 16","North Carolina","X01",1,"Texas A&M","W08",8,"0.4","0.1","0","0.1","Texas A&M"
"Sweet 16","North Carolina","X01",1,"Northwestern","W08",8,"0.4","0.1","0","0.1","Northwestern"
"Sweet 16","North Carolina","X01",1,"FL Atlantic","W08",8,"0.4","0.1","0","0.1","FL Atlantic"
"Sweet 16","North Carolina","X01",1,"FL Atlantic","W08",8,"0.4","0.1","0","0.1","FL Atlantic"
"Sweet 16","North Carolina","X01",1,"Texas A&M","Y08",8,"0.4","0.1","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Utah St","Y08",8,"0.4","0.1","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"TCU","Y08",8,"0.4","0.1","0","0.1","TCU"
"Sweet 16","North Carolina","X01",1,"Michigan St","Y08",8,"0.4","0.1","0","0.1","Michigan St"
"Sweet 16","North Carolina","X01",1,"Texas A&M","Z08",8,"0.4","0.1","0","0.1","Texas A&M"
"Sweet 16","North Carolina","X01",1,"Northwestern","Z08",8,"0.4","0.1","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"TCU","Z08",8,"0.4","0.1","0","0.1","TCU"
"Sweet 16","North Carolina","X01",1,"Nebraska","Z08",8,"0.4","0.1","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Texas A&M","X08",8,"0.4","0.1","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Northwestern","X08",8,"0.4","0.1","0","0.1","Northwestern"
"Sweet 16","North Carolina","X01",1,"Mississippi St","X08",8,"0.4","0.1","0","0.1","Mississippi St"
"Sweet 16","North Carolina","X01",1,"Mississippi St","X08",8,"0.4","0.1","0","0.1","North Carolina"
"Sweet 16","Longwood","X01",1,"Texas A&M","W08",8,"0.4","0","0","0.1","Texas A&M"
"Sweet 16","Longwood","X01",1,"Northwestern","W08",8,"0.4","0","0","0.1","Longwood"
"Sweet 16","Longwood","X01",1,"FL Atlantic","W08",8,"0.4","0","0","0.1","Longwood"
"Sweet 16","Longwood","X01",1,"FL Atlantic","W08",8,"0.4","0","0","0.1","FL Atlantic"
"Sweet 16","Longwood","X01",1,"Texas A&M","Y08",8,"0.4","0","0","0.1","Longwood"
"Sweet 16","Longwood","X01",1,"Utah St","Y08",8,"0.4","0","0","0.1","Longwood"
"Sweet 16","Longwood","X01",1,"TCU","Y08",8,"0.4","0","0","0.1","TCU"
"Sweet 16","Longwood","X01",1,"Michigan St","Y08",8,"0.4","0","0","0.1","Michigan St"
"Sweet 16","Longwood","X01",1,"Texas A&M","Z08",8,"0.4","0","0","0.1","Texas A&M"
"Sweet 16","Longwood","X01",1,"Northwestern","Z08",8,"0.4","0","0","0.1","Northwestern"
"Sweet 16","Longwood","X01",1,"TCU","Z08",8,"0.4","0","0","0.1","TCU"
"Sweet 16","Longwood","X01",1,"Nebraska","Z08",8,"0.4","0","0","0.1","Nebraska"
"Sweet 16","Longwood","X01",1,"Texas A&M","X08",8,"0.4","0","0","0.1","Texas A&M"
"Sweet 16","Longwood","X01",1,"Northwestern","X08",8,"0.4","0","0","0.1","Longwood"
"Sweet 16","Longwood","X01",1,"Mississippi St","X08",8,"0.4","0","0","0.1","Longwood"
"Sweet 16","Longwood","X01",1,"Mississippi St","X08",8,"0.4","0","0","0.1","Mississippi St"
"Sweet 16","North Carolina","X01",1,"Texas A&M","W08",8,"0.4","0","0","0.1","Texas A&M"
"Sweet 16","North Carolina","X01",1,"Northwestern","W08",8,"0.4","0","0","0.1","Northwestern"
"Sweet 16","North Carolina","X01",1,"FL Atlantic","W08",8,"0.4","0","0","0.1","FL Atlantic"
"Sweet 16","North Carolina","X01",1,"FL Atlantic","W08",8,"0.4","0","0","0.1","FL Atlantic"
"Sweet 16","North Carolina","X01",1,"Texas A&M","Y08",8,"0.4","0","0","0.1","Texas A&M"
"Sweet 16","North Carolina","X01",1,"Utah St","Y08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"TCU","Y08",8,"0.4","0","0","0.1","TCU"
"Sweet 16","North Carolina","X01",1,"Michigan St","Y08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Texas A&M","Z08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Northwestern","Z08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"TCU","Z08",8,"0.4","0","0","0.1","TCU"
"Sweet 16","North Carolina","X01",1,"Nebraska","Z08",8,"0.4","0","0","0.1","Nebraska"
"Sweet 16","North Carolina","X01",1,"Texas A&M","X08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Northwestern","X08",8,"0.4","0","0","0.1","Northwestern"
"Sweet 16","North Carolina","X01",1,"Mississippi St","X08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Mississippi St","X08",8,"0.4","0","0","0.1","Mississippi St"
"Sweet 16","North Carolina","X01",1,"Texas A&M","W08",8,"0.4","0","0","0.1","Texas A&M"
"Sweet 16","North Carolina","X01",1,"Northwestern","W08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"FL Atlantic","W08",8,"0.4","0","0","0.1","FL Atlantic"
"Sweet 16","North Carolina","X01",1,"FL Atlantic","W08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Texas A&M","Y08",8,"0.4","0","0","0.1","Texas A&M"
"Sweet 16","North Carolina","X01",1,"Utah St","Y08",8,"0.4","0","0","0.1","Utah St"
"Sweet 16","North Carolina","X01",1,"TCU","Y08",8,"0.4","0","0","0.1","TCU"
"Sweet 16","North Carolina","X01",1,"Michigan St","Y08",8,"0.4","0","0","0.1","Michigan St"
"Sweet 16","North Carolina","X01",1,"Texas A&M","Z08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Northwestern","Z08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"TCU","Z08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Nebraska","Z08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Texas A&M","X08",8,"0.4","0","0","0.1","Texas A&M"
"Sweet 16","North Carolina","X01",1,"Northwestern","X08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Mississippi St","X08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","North Carolina","X01",1,"Mississippi St","X08",8,"0.4","0","0","0.1","North Carolina"
"Sweet 16","Colgate","W03",3,"Clemson","X06",6,"0.4","0.1","0.1","0.1","Clemson"
"Sweet 16","Colgate","W03",3,"Duquesne","X06",6,"0.4","0.1","0.1","0.1","Duquesne"
"Sweet 16","Colgate","W03",3,"New Mexico","X06",6,"0.4","0.1","0.1","0.1","Colgate"
"Sweet 16","Colgate","W03",3,"Clemson","X06",6,"0.4","0.1","0.1","0.1","Colgate"
"Sweet 16","Colgate","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0.1","0.1","Colgate"
"Sweet 16","Colgate","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0.1","0.1","Colgate"
"Sweet 16","Colgate","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0.1","0.1","Texas Tech"
"Sweet 16","Colgate","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0.1","0.1","Texas Tech"
"Sweet 16","Colgate","W03",3,"Oregon","W06",6,"0.4","0.1","0.1","0.1","Colgate"
"Sweet 16","Colgate","W03",3,"BYU","W06",6,"0.4","0.1","0.1","0.1","BYU"
"Sweet 16","Colgate","W03",3,"New Mexico","W06",6,"0.4","0.1","0.1","0.1","New Mexico"
"Sweet 16","Colgate","W03",3,"NC State","W06",6,"0.4","0.1","0.1","0.1","NC State"
"Sweet 16","Colgate","W03",3,"Oregon","Y06",6,"0.4","0.1","0.1","0.1","Oregon"
"Sweet 16","Colgate","W03",3,"Duquesne","Y06",6,"0.4","0.1","0.1","0.1","Colgate"
"Sweet 16","Colgate","W03",3,"South Carolina","Y06",6,"0.4","0.1","0.1","0.1","Colgate"
"Sweet 16","Colgate","W03",3,"South Carolina","Y06",6,"0.4","0.1","0.1","0.1","South Carolina"
"Sweet 16","Akron","W03",3,"Clemson","X06",6,"0.4","0.1","0","0.1","Akron"
"Sweet 16","Akron","W03",3,"Duquesne","X06",6,"0.4","0.1","0","0.1","Akron"
"Sweet 16","Akron","W03",3,"New Mexico","X06",6,"0.4","0.1","0","0.1","New Mexico"
"Sweet 16","Akron","W03",3,"Clemson","X06",6,"0.4","0.1","0","0.1","Clemson"
"Sweet 16","Akron","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0","0.1","Akron"
"Sweet 16","Akron","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0","0.1","Texas Tech"
"Sweet 16","Akron","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0","0.1","Texas Tech"
"Sweet 16","Akron","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0","0.1","Texas Tech"
"Sweet 16","Akron","W03",3,"Oregon","W06",6,"0.4","0.1","0","0.1","Oregon"
"Sweet 16","Akron","W03",3,"BYU","W06",6,"0.4","0.1","0","0.1","Akron"
"Sweet 16","Akron","W03",3,"New Mexico","W06",6,"0.4","0.1","0","0.1","Akron"
"Sweet 16","Akron","W03",3,"NC State","W06",6,"0.4","0.1","0","0.1","NC State"
"Sweet 16","Akron","W03",3,"Oregon","Y06",6,"0.4","0.1","0","0.1","Oregon"
"Sweet 16","Akron","W03",3,"Duquesne","Y06",6,"0.4","0.1","0","0.1","Akron"
"Sweet 16","Akron","W03",3,"South Carolina","Y06",6,"0.4","0.1","0","0.1","Akron"
"Sweet 16","Akron","W03",3,"South Carolina","Y06",6,"0.4","0.1","0","0.1","Akron"
"Sweet 16","Morehead St","W03",3,"Clemson","X06",6,"0.4","0.1","0","0.1","Clemson"
"Sweet 16","Morehead St","W03",3,"Duquesne","X06",6,"0.4","0.1","0","0.1","Duquesne"
"Sweet 16","Morehead St","W03",3,"New Mexico","X06",6,"0.4","0.1","0","0.1","Morehead St"
"Sweet 16","Morehead St","W03",3,"Clemson","X06",6,"0.4","0.1","0","0.1","Clemson"
"Sweet 16","Morehead St","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0","0.1","Morehead St"
"Sweet 16","Morehead St","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0","0.1","Texas Tech"
"Sweet 16","Morehead St","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0","0.1","Texas Tech"
"Sweet 16","Morehead St","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0","0.1","Texas Tech"
"Sweet 16","Morehead St","W03",3,"Oregon","W06",6,"0.4","0.1","0","0.1","Morehead St"
"Sweet 16","Morehead St","W03",3,"BYU","W06",6,"0.4","0.1","0","0.1","BYU"
"Sweet 16","Morehead St","W03",3,"New Mexico","W06",6,"0.4","0.1","0","0.1","Morehead St"
"Sweet 16","Morehead St","W03",3,"NC State","W06",6,"0.4","0.1","0","0.1","Morehead St"
"Sweet 16","Morehead St","W03",3,"Oregon","Y06",6,"0.4","0.1","0","0.1","Oregon"
"Sweet 16","Morehead St","W03",3,"Duquesne","Y06",6,"0.4","0.1","0","0.1","Duquesne"
"Sweet 16","Morehead St","W03",3,"South Carolina","Y06",6,"0.4","0.1","0","0.1","South Carolina"
"Sweet 16","Morehead St","W03",3,"South Carolina","Y06",6,"0.4","0.1","0","0.1","South Carolina"
"Sweet 16","Oakland","W03",3,"Clemson","X06",6,"0.4","0.1","0","0.1","Clemson"
"Sweet 16","Oakland","W03",3,"Duquesne","X06",6,"0.4","0.1","0","0.1","Oakland"
"Sweet 16","Oakland","W03",3,"New Mexico","X06",6,"0.4","0.1","0","0.1","New Mexico"
"Sweet 16","Oakland","W03",3,"Clemson","X06",6,"0.4","0.1","0","0.1","Oakland"
"Sweet 16","Oakland","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0","0.1","Texas Tech"
"Sweet 16","Oakland","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0","0.1","Texas Tech"
"Sweet 16","Oakland","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0","0.1","Oakland"
"Sweet 16","Oakland","W03",3,"Texas Tech","Z06",6,"0.4","0.1","0","0.1","Texas Tech"
"Sweet 16","Oakland","W03",3,"Oregon","W06",6,"0.4","0.1","0","0.1","Oregon"
"Sweet 16","Oakland","W03",3,"BYU","W06",6,"0.4","0.1","0","0.1","BYU"
"Sweet 16","Oakland","W03",3,"New Mexico","W06",6,"0.4","0.1","0","0.1","Oakland"
"Sweet 16","Oakland","W03",3,"NC State","W06",6,"0.4","0.1","0","0.1","NC State"
"Sweet 16","Oakland","W03",3,"Oregon","Y06",6,"0.4","0.1","0","0.1","Oregon"
"Sweet 16","Oakland","W03",3,"Duquesne","Y06",6,"0.4","0.1","0","0.1","Oakland"
"Sweet 16","Oakland","W03",3,"South Carolina","Y06",6,"0.4","0.1","0","0.1","South Carolina"
"Sweet 16","Oakland","W03",3,"South Carolina","Y06",6,"0.4","0.1","0","0.1","South Carolina"
"Sweet 16","Kansas","Y04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Wisconsin"
"Sweet 16","Kansas","Y04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"James Madison","Z05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"Wisconsin","Z05",5,"0.4","0","0","0.1","Wisconsin"
"Sweet 16","Kansas","Y04",4,"San Diego St","W05",5,"0.4","0","0","0.1","San Diego St"
"Sweet 16","Kansas","Y04",4,"UAB","W05",5,"0.4","0","0","0.1","Kansas"
"Sweet 16","Kansas","Y04",4,"San Diego St","W05",5,"0.4","0","0","0.1","San Diego St"
"Sweet 16","Kansas","Y04",4,"San Diego St","W05",5,"0.4","0","0","0.1","San Diego St"
"Sweet 16","Kansas","Y04",4,"McNeese St","X05",5,"0.4","0","0","0.1","McNeese St"
